,scenario_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type,strategy
46,6,p1,16.4199,16.7953,16.77878538424665,7.784561087335666,1.0911435698385432,1.091768359903107,20.0,10.0,1,0
47,6,p2,19.3748,7.9251,20.85091494931823,-2.859916279243811,1.317155579269207,1.2019684880836436,20.0,10.0,1,0
48,6,p3,16.7428,9.3864,17.330425238089056,-2.2568442884296585,1.2542535030846038,1.328370673063622,20.0,10.0,1,0
49,6,p4,17.6067,14.5105,18.034144830051293,4.618061071624857,1.1176075742406186,1.0323543487306273,20.0,10.0,1,0
50,6,p5,18.1818,9.9319,18.849446452964717,-1.199831126039733,1.6696984458278687,1.6921563841272682,20.0,10.0,1,0
51,6,p6,17.866,13.2271,18.901911511777374,5.946354012821654,1.0171023940587298,0.9322640271650926,20.0,10.0,1,0
52,6,p7,16.1579,14.7256,16.945737040115123,5.070462800876647,1.2572677717972414,1.2296330802866062,20.0,10.0,1,0
53,6,p8,19.1892,11.7449,18.4295460648288,3.3376870106577474,1.1471548500529474,1.0727392998697434,20.0,10.0,1,0
54,7,t1,5.4782,6.0461,29.80089931535867,9.426488472397283,2.1238,2.826041113373878,19.0,6.0,2,1
55,7,p1,17.2746,6.3172,16.627562700390968,21.36908666092592,1.4605504510286524,1.5422307826652724,19.0,6.0,1,0
56,7,p2,20.9645,5.3889,19.126930632978585,18.260009936322156,1.2842180500211013,1.2408615982428406,19.0,6.0,1,0
57,7,p3,17.0306,1.3006,16.44118933998286,12.016153203126189,1.0009693751559035,1.0404738535288678,19.0,6.0,1,0
58,7,p4,19.2811,0.8219,19.540430660684972,12.300824503898696,0.9843400073145457,1.0101932081502218,19.0,6.0,1,0
59,7,p5,18.6408,4.853,17.309903092881434,18.21136778301595,1.1942155123762208,1.2935732083644178,19.0,6.0,1,0
60,7,p6,19.5969,4.1366,18.360899966737264,18.372059250553793,1.421050519861979,1.4382680973536455,19.0,6.0,1,0
61,7,p7,17.8791,1.1402,18.658535587631707,11.981928656090755,1.023701953695508,1.1061561465728098,19.0,6.0,1,0
62,7,p8,19.9569,2.4337,19.25298604061641,13.492601940199295,0.9740923210866617,0.9952218389140132,19.0,6.0,1,0
63,8,t1,30.8438,8.5805,4.608928326659153,7.594394735157638,2.5461,3.2584330740591567,20.0,8.0,2,1
64,8,p1,16.6376,13.3953,16.681442607573004,4.711163719329724,1.3547933163401715,1.218352518442914,20.0,8.0,1,0
65,8,p2,20.4487,9.8715,21.62132556883271,-3.2213663842912226,1.4572300744906412,1.3728627923673007,20.0,8.0,1,0
66,8,p3,17.1443,11.8843,18.024627119614365,-3.162664731059385,1.3188371430923531,1.6625058097172671,20.0,8.0,1,0
67,8,p4,19.1686,15.885,18.671371107422864,4.897011518790398,1.3900996582979221,1.2351472660421794,20.0,8.0,1,0
68,8,p5,18.5002,12.749,18.150623881974642,3.7727874210263854,1.0054619833688392,1.0961619564993679,20.0,8.0,1,0
69,8,p6,19.8121,11.8983,21.305183149925107,3.312837273984993,1.2313166327147538,1.1182329455791213,20.0,8.0,1,0
70,8,p7,18.1786,11.2897,19.33490598687959,-3.2492614591899187,1.3506411662614166,1.5782611766963512,20.0,8.0,1,0
71,8,p8,19.1624,14.0554,19.17814915386138,2.7237048290762713,0.7513688441770793,1.1401176363247503,20.0,8.0,1,0
72,9,t1,6.518,6.0123,28.93121445359881,8.02230501782555,3.2737,3.4014572356158292,17.0,7.0,2,1
73,9,p1,15.1465,5.4612,14.898320549085414,20.395409732836697,2.6104438741332863,2.0929839557495993,17.0,7.0,1,0
74,9,p2,19.3169,5.5511,19.132174639147532,17.252177039933507,1.3940784949205693,1.3525652132764525,17.0,7.0,1,0
75,9,p3,16.4115,4.5785,15.682536142761501,18.20676259536119,1.8308497316819858,1.7640704423000289,17.0,7.0,1,0
76,9,p4,18.349,1.1609,18.781122261514763,12.146636407338086,1.346469665458528,1.2202929798894626,17.0,7.0,1,0
77,9,p5,17.8605,4.7491,17.618225911945657,17.26426338986427,1.507469737673032,1.5197117091516974,17.0,7.0,1,0
78,9,p6,20.4881,4.1852,20.964791714937896,17.208553942450596,1.2585434279356433,1.5783232259687445,17.0,7.0,1,0
79,9,p7,17.0419,2.7204,17.122344709936392,12.89144361914611,1.3273754442507966,1.2189969226786157,17.0,7.0,1,0
80,9,p8,19.3508,2.2549,19.466764683848528,12.48677890104998,1.2669258897031033,1.2001391589463464,17.0,7.0,1,0
81,10,t1,28.6929,8.347000000000001,18.858886138639956,7.9540866309630225,1.7717,1.4923092827463127,21.0,8.0,2,1
82,10,p1,16.9175,14.6333,16.950052567134538,1.56271550666687,0.9557994141031894,1.2161817802609727,21.0,8.0,1,0
83,10,p2,19.4643,10.3199,20.017832719376035,-2.9025244360126172,1.2340510078598859,1.2636771696027116,21.0,8.0,1,0
84,10,p3,16.7419,11.4435,16.208658628549617,-0.10918223974756724,1.074982534741844,1.0224256944367927,21.0,8.0,1,0
85,10,p4,19.2361,12.4437,19.419886511761312,-0.5920031404790338,1.2541701838267407,1.2364416128994333,21.0,8.0,1,0
86,10,p5,18.3935,10.9698,19.234786271323955,-1.4583837651741725,1.1089864246238545,1.1473242068025562,21.0,8.0,1,0
87,10,p6,20.9814,11.7352,22.078318849467642,-0.46842342969259576,1.0026865562078708,1.2376270617099492,21.0,8.0,1,0
88,10,p7,18.0299,12.4653,17.6772611659939,0.7346576804364462,1.2246719438282236,1.2680314220755613,21.0,8.0,1,0
89,10,p8,18.4042,14.7047,20.337330767977544,0.9450266718572946,0.9992603914896256,1.3337580582052238,21.0,8.0,1,0
90,11,t1,4.8688,5.8143,22.671849926394216,6.548813252684539,2.5786,2.1030661023373134,23.0,6.0,2,1
91,11,p1,17.0263,4.8515,16.572797518423332,20.25933561753625,1.261410801444161,1.2322834372545297,23.0,6.0,1,0
92,11,p2,19.2794,4.5957,18.9189333377535,19.715879728943918,1.1310223428385489,1.1905597496603786,23.0,6.0,1,0
93,11,p3,16.1102,4.7553,14.541541772834352,19.831251614734725,1.2736695018724442,1.2046276725831533,23.0,6.0,1,0
94,11,p4,17.8864,1.3502,16.922487491406056,17.263352346758783,1.2283382107546765,1.2854882508107535,23.0,6.0,1,0
95,11,p5,18.3148,4.3401,17.42797400977642,18.9557212169587,1.0478680498994137,1.1315083572131637,23.0,6.0,1,0
96,11,p6,20.2101,3.2541,19.506948567845342,18.414730878651664,1.0759140718477476,1.189911596385191,23.0,6.0,1,0
97,11,p7,17.4509,3.0108,15.534536899616047,18.146096833110846,1.2894153869098972,1.2242513919753384,23.0,6.0,1,0
98,11,p8,19.3352,1.8222,18.198963439281734,16.931922439773484,1.3071441619041106,1.2052284668807935,23.0,6.0,1,0
99,12,t1,28.8727,8.0388,17.089516158166667,7.7124878979115294,2.315,1.5386732338322804,25.0,6.0,2,1
100,12,p1,17.6328,15.175999999999998,16.967938523282424,-0.4417754624880601,0.9372588169763996,1.445970601235199,25.0,6.0,1,0
101,12,p2,19.0205,13.4816,19.661410060900472,-3.24793487554488,1.0580480612902232,1.2257288164856912,25.0,6.0,1,0
102,12,p3,15.8405,13.0288,16.86042781872779,-2.833696334520807,1.1241727313896206,1.1509072965657874,25.0,6.0,1,0
103,12,p4,18.2782,14.2828,17.681317478866305,-1.8833954608509336,1.1702882123648004,1.2681208431849118,25.0,6.0,1,0
104,12,p5,18.6134,12.1174,18.569875553233807,-2.969579193490257,0.7941672179081682,1.2592513346731649,25.0,6.0,1,0
105,12,p6,19.9528,12.464,21.18007413939994,-2.085205655793474,0.495463520352407,1.253895121050013,25.0,6.0,1,0
106,12,p7,17.2026,13.2218,17.345575963120915,-2.8149012944027936,1.3705829489673362,1.33048101644613,25.0,6.0,1,0
107,12,p8,19.4632,14.9132,19.860624256326137,-1.1427689964424652,1.1363483004783348,1.1645171851479639,25.0,6.0,1,0
108,13,t1,7.8716,6.6493,19.594268449873198,6.887460017587441,2.4643,1.6053240280564012,29.0,9.0,2,1
109,13,p1,17.1771,3.3117,17.592549538830706,19.254503217856474,0.7148172493721734,1.3903964969218126,29.0,9.0,1,0
110,13,p2,19.8095,5.3279,18.80753436504851,21.80618236435967,1.3101811325156534,1.2959497593446698,29.0,9.0,1,0
111,13,p3,16.4323,1.5469,16.818209456307994,17.70137393480823,1.0854983187458191,1.2006613010130212,29.0,9.0,1,0
112,13,p4,18.4492,1.0845,19.403554237023947,17.457127384674735,1.2002389970335074,1.219427716285739,29.0,9.0,1,0
113,13,p5,18.736,4.2121,17.31106103720649,21.35661937456058,0.6950109063892451,1.3096708669331858,29.0,9.0,1,0
114,13,p6,20.5815,4.3092,19.984745534489253,21.065632217335775,1.1925930152403208,1.1797316322666684,29.0,9.0,1,0
115,13,p7,17.8549,1.9215,17.855337689207868,17.81559999810417,1.269734795144246,1.3024906504225529,29.0,9.0,1,0
116,13,p8,19.1605,1.8464,19.42821929533452,19.067795934623774,0.9925365182198589,1.2087586364813094,29.0,9.0,1,0
117,14,t1,5.8633,9.295,43.3323260473581,8.385002496390674,1.7198,3.883705582451592,21.0,5.0,2,1
118,14,p1,23.0448,3.5380000000000003,24.16687028772239,16.489339888700147,1.2721158005464754,1.2582298086177668,21.0,5.0,1,0
119,14,p2,18.9797,15.5112,19.52114098567159,2.325510054856421,1.3331106668240265,1.2150540457200256,21.0,5.0,1,0
120,14,p3,20.3376,3.6346,19.30241663456928,17.021718110433916,1.2672694307052466,1.172421720894339,21.0,5.0,1,0
121,14,p4,21.9225,3.2571,22.048281295209016,16.67138020958517,1.3789194501492827,1.272390521326349,21.0,5.0,1,0
122,14,p5,22.1959,17.7248,22.937877533292323,4.1146135570457165,1.2472000641436802,1.217573705542268,21.0,5.0,1,0
123,14,p6,20.5202,17.1945,20.493264695536705,4.765111740396065,1.1796440988705026,1.1204273203869506,21.0,5.0,1,0
124,14,p7,20.919,3.1477,21.12311452131028,16.46701298705402,1.2525665211875976,1.2400971196588133,21.0,5.0,1,0
125,14,p8,21.1957,18.2867,21.86074649972163,3.8725133821263578,1.229618884044971,1.18123443308907,21.0,5.0,1,0
126,15,t1,34.9433,11.1411,15.43731105205153,11.182112867979624,0.8821,1.446169362541904,28.0,10.0,2,1
127,15,p1,23.2011,15.8841,23.471036798749644,-2.568165072252097,1.4708782750452194,1.5015638658804171,28.0,10.0,1,0
128,15,p2,19.4277,7.2099,18.76145224522308,22.972639673113672,1.2787526148555866,1.207991884123964,28.0,10.0,1,0
129,15,p3,20.0568,17.6049,20.45187168608524,0.4580266277216829,1.4561450786236927,1.3625154232164516,28.0,10.0,1,0
130,15,p4,21.5123,15.9672,21.570548647065486,-1.115770934278843,1.3709974762923527,1.3460656532354742,28.0,10.0,1,0
131,15,p5,22.7172,6.1846,21.51941281904945,21.850148458572104,1.2077078496060212,1.4351503385762985,28.0,10.0,1,0
132,15,p6,20.5421,6.6353,19.554834742822162,23.941884288352888,1.2369483821081622,1.3703048864247287,28.0,10.0,1,0
133,15,p7,20.8669,17.7238,21.20303384132165,0.37083776722324746,1.369849732634934,1.3767480912217274,28.0,10.0,1,0
134,15,p8,21.6181,6.1576,23.826509120905495,22.230360530229373,1.0484682207868774,1.2472217006060877,28.0,10.0,1,0
135,16,t1,6.3239,9.9942,33.40801007426006,10.758550691579151,4.2361,4.165209690463491,21.0,10.0,2,1
136,16,p1,23.2727,6.4538,23.794556868819505,14.740414489708604,1.629856463005255,1.3203911109712116,21.0,10.0,1,0
137,16,p2,18.5288,15.3051,18.252675378590762,5.442058273451142,0.9949612505017469,1.0031107380038093,21.0,10.0,1,0
138,16,p3,19.6599,6.3619,19.327637568893596,25.310231470753532,2.619101391699069,2.5872344772966813,21.0,10.0,1,0
139,16,p4,21.9345,5.3184,22.666366655624667,14.880719429427721,1.4028873796566852,1.2474987236180497,21.0,10.0,1,0
140,16,p5,20.9904,16.3942,20.35753879983532,7.514751271950448,0.9417757270178501,1.0528062635719053,21.0,10.0,1,0
141,16,p6,20.5194,18.3832,21.2240266785077,10.1239975197665,1.249381162816216,1.1046909702187058,21.0,10.0,1,0
142,16,p7,20.7026,5.2829999999999995,20.899372921444783,14.46105126453158,1.5704442460654247,1.3132248098953252,21.0,10.0,1,0
143,16,p8,21.7431,15.6395,19.553525256338638,5.727196012405152,1.330877905744926,1.2341759180090075,21.0,10.0,1,0
144,17,t1,31.8798,11.3547,19.404408393335903,11.000996437182337,1.4684,1.2193037546134953,28.0,8.0,2,1
145,17,p1,22.3788,20.1011,21.54002626472558,1.6996862226639324,0.6936203067961607,1.4208817886361942,28.0,8.0,1,0
146,17,p2,18.3273,6.1224,17.224410446362086,23.266485932646997,1.0736067250161951,1.211791545814823,28.0,8.0,1,0
147,17,p3,19.0995,18.5903,19.517346920902853,0.24379628017413513,1.2445529357966256,1.3363689272014563,28.0,8.0,1,0
148,17,p4,21.1292,19.0419,21.32734690204299,-1.0340564823957932,1.6207112636123684,1.5240944927705946,28.0,8.0,1,0
149,17,p5,20.5185,5.0536,19.596077001086137,20.880129205434237,1.027490170269283,1.2750386178027415,28.0,8.0,1,0
150,17,p6,22.088,4.112,21.812615412800987,19.496799186735196,0.8175469955910791,1.2198411885185843,28.0,8.0,1,0
151,17,p7,19.8752,19.2157,20.3984718577551,-0.04745626032657402,1.387402205562612,1.43400661561299,28.0,8.0,1,0
152,17,p8,21.4359,6.236000000000001,20.62707933126735,24.59875674482097,1.080592120089722,1.3587367354595619,28.0,8.0,1,0
153,18,t1,3.8271,10.4389,30.072386546020976,10.815053863505415,1.5556,1.8628835301307136,30.0,6.0,2,1
154,18,p1,23.82,4.6354,23.75882586339076,24.7926769745048,1.2889329268817677,1.2757425437938539,30.0,6.0,1,0
155,18,p2,19.281,16.6063,19.655408420381143,-2.0900977299623564,1.2422144903357069,1.3043258555940898,30.0,6.0,1,0
156,18,p3,20.6781,3.5834,20.216840153399502,25.14075582820861,1.466863933703464,1.3918464331160108,30.0,6.0,1,0
157,18,p4,22.8026,4.4059,22.275133204625018,25.43622806956521,1.4334202489151602,1.3474320102765975,30.0,6.0,1,0
158,18,p5,21.6292,17.9758,22.130631304311965,-1.5239476973707893,1.1899022690960799,1.287285484269094,30.0,6.0,1,0
159,18,p6,23.0278,18.1341,22.65049590048665,0.9261014502112745,1.1685419333511315,1.2529187877895385,30.0,6.0,1,0
160,18,p7,21.5981,3.6551,21.216847081940195,25.399631637557476,1.6343528046294045,1.4208668232450237,30.0,6.0,1,0
161,18,p8,20.4495,18.0129,21.578098900876704,-2.543581326208259,1.3212013661815523,1.3606986800788756,30.0,6.0,1,0
162,19,t1,2.9014,5.8665,38.1021623583325,6.739692146255838,3.5079,3.598678957643975,24.0,7.0,2,1
163,19,p1,18.9526,4.4277,4.5101309987719596,3.6944874165364125,1.3199247402787782,1.1655806876387198,24.0,7.0,1,0
164,19,p2,19.7914,7.9151,4.502203279659244,7.579612495194265,1.2318787643270745,1.2313999887268947,24.0,7.0,1,0
165,19,p3,26.0553,4.6531,11.40452875466187,3.2328652211701243,1.1358353797976184,1.1874922375646406,24.0,7.0,1,0
166,19,p4,27.4301,6.4874,12.719653582986473,7.497833453054003,1.159872031734536,1.160070486168773,24.0,7.0,1,0
167,19,p5,20.4279,5.1632,6.385067292500121,4.671089986814196,1.3391897587720718,1.1115165501164221,24.0,7.0,1,0
168,19,p6,27.5539,7.5723,12.911888592129543,9.554304042359043,1.2079155599626987,1.185496922563435,24.0,7.0,1,0
169,19,p7,23.5512,6.6886,9.425026877982674,6.029906614902648,1.3052650688653245,1.1614091125486767,24.0,7.0,1,0
170,19,p8,23.2495,7.7126,8.690649187406784,7.133613619020664,1.2736346493402257,1.1731287536340085,24.0,7.0,1,0
171,20,t1,30.1828,7.3683,-3.1443999124846087,7.374535496608777,2.7412,2.985615965515718,26.0,7.0,2,1
172,20,p1,6.4377,4.5127,22.4491109472977,3.856871119192715,1.206964224821929,1.184262651690675,26.0,7.0,1,0
173,20,p2,4.7717,6.6899,21.22525691054805,5.565078984536898,1.202719572468994,1.2531473495814818,26.0,7.0,1,0
174,20,p3,9.6131,4.5215,25.362969264178652,4.911313439291436,1.1090339219338605,1.1622305807582627,26.0,7.0,1,0
175,20,p4,6.2365,7.4922,23.692631803852976,8.338672512363052,1.308393751895812,1.3188224021248678,26.0,7.0,1,0
176,20,p5,9.0989,6.0452,24.988411750304174,6.139606719277538,1.2164457283413839,1.2163612647677395,26.0,7.0,1,0
177,20,p6,10.8093,8.5433,26.338921796054475,9.787807982461468,1.1635414216949904,1.150745053630121,26.0,7.0,1,0
178,20,p7,9.0649,7.0009,25.446926349235166,7.620607239725231,1.1982446160947273,1.224271562607639,26.0,7.0,1,0
179,20,p8,9.6129,8.0361,26.14676101788738,8.159380045737672,1.2799651948392972,1.2366141686942769,26.0,7.0,1,0
180,21,t1,2.8185,6.0687,36.94225284457136,6.573567931614693,2.6337,2.902280317695144,32.0,12.0,2,1
181,21,p1,20.2818,4.2751,3.2411032660818515,3.6368626495184007,1.2056714021656147,1.234362285450008,32.0,12.0,1,0
182,21,p2,21.1675,8.1906,3.5815520012349316,7.431465190115736,1.3372879458067362,1.2727955648402822,32.0,12.0,1,0
183,21,p3,23.9848,4.7449,7.045388202263544,3.6047104838964072,1.2127499330035025,1.2088189428327518,32.0,12.0,1,0
184,21,p4,23.6286,5.6288,5.705576154877859,4.647576645917638,1.246319581808775,1.3030932545640275,32.0,12.0,1,0
185,21,p5,21.8456,5.0622,4.717463576638262,3.7565650393273575,1.4229624345006442,1.2524965711372773,32.0,12.0,1,0
186,21,p6,26.1813,7.5956,9.278070243744928,6.5052383907734,1.204397247589017,1.2361272066474116,32.0,12.0,1,0
187,21,p7,24.3775,6.3168,6.756797890316502,6.022363085320785,1.325109131354848,1.2970178265902046,32.0,12.0,1,0
188,21,p8,23.3233,7.4798,5.97491701620022,6.471901179587769,1.2287567456579842,1.2653585165547938,32.0,12.0,1,0
189,22,t1,33.8032,11.2009,14.428278298560173,10.477830466185903,2.0517,1.7050150859396553,30.0,8.0,2,1
190,22,p1,20.452,17.6844,22.028844979085864,-0.7451983919267633,1.2378767709267349,1.3172204999164099,30.0,8.0,1,0
191,22,p2,18.3508,5.8561,17.697599790123718,23.918433676528167,1.2316118382022803,1.1976166323542554,30.0,8.0,1,0
192,22,p3,19.0569,16.6505,19.561740022133815,-1.3031244599420106,1.2240208535805261,1.183078923023894,30.0,8.0,1,0
193,22,p4,21.0913,16.0904,21.910115423648662,-2.950583301986209,1.3602340423618282,1.286266987922733,30.0,8.0,1,0
194,22,p5,21.4424,5.6586,21.489080216802748,23.10228209694778,1.0104621220016117,1.1244633111909135,30.0,8.0,1,0
195,22,p6,19.9347,3.6026,18.64448364448675,20.820921542160942,1.1130748761875815,1.1748380548098627,30.0,8.0,1,0
196,22,p7,19.6141,17.6166,20.525388009517947,-1.3081132030258877,1.3044004331492685,1.274435064299406,30.0,8.0,1,0
197,22,p8,20.5958,5.2972,20.326385693732327,21.88164038013591,0.8625091419805357,1.0421145967394598,30.0,8.0,1,0
198,23,t1,34.7865,11.6636,19.494083881614177,10.908519784803689,1.7639,1.5971429030413122,26.0,7.0,2,1
199,23,p1,22.3712,14.9205,23.13126021570044,-4.041087974966274,1.5697799368064302,1.5469127075828135,26.0,7.0,1,0
200,23,p2,18.5141,6.0920000000000005,17.152473074765915,21.51111766007381,1.185895564541836,1.2098846712007327,26.0,7.0,1,0
201,23,p3,19.4626,16.961,19.469923484604656,1.2013005398580994,1.2996852849824838,1.1701183646720215,26.0,7.0,1,0
202,23,p4,21.2885,16.7307,21.659463888268586,-1.1236211128716294,1.3532434888075389,1.3575789581968052,26.0,7.0,1,0
203,23,p5,20.8558,5.0834,20.774510998302954,18.96021421470205,1.1588439627490839,1.3396205069289235,26.0,7.0,1,0
204,23,p6,21.886999999999997,5.0982,22.446699166778274,19.423888275604618,1.3017667878694708,1.3225502206752784,26.0,7.0,1,0
205,23,p7,20.1593,17.0024,20.39215642393379,1.0016293777464433,1.4212161623060724,1.30304064864597,26.0,7.0,1,0
206,23,p8,19.9049,3.4130000000000003,19.05770049514805,20.472645837187326,1.3534822422181978,1.2821225498455593,26.0,7.0,1,0
207,24,t1,5.4977,10.2549,42.26759068922443,9.730035804788,1.8528,3.420074296631621,25.0,7.0,2,1
208,24,p1,23.4337,4.905,24.143438680551796,18.413513098727723,1.505432180471774,1.3074414479165195,25.0,7.0,1,0
209,24,p2,18.0294,18.1344,18.226484812906616,3.6622635756650928,1.1730150936795314,1.122294635460444,25.0,7.0,1,0
210,24,p3,19.9524,3.4033,20.688544219099487,17.58757991141167,1.215279181916649,1.1742062751024906,25.0,7.0,1,0
211,24,p4,22.2754,3.4092,22.549995564686938,18.765200779426074,1.5611212156652026,1.341514257783291,25.0,7.0,1,0
212,24,p5,21.2884,17.7345,20.83936133558512,4.054891592809486,1.1523646992163548,1.1598046062700755,25.0,7.0,1,0
213,24,p6,22.5709,18.4639,21.95908620995822,5.895913928946406,1.1295223105366268,1.0545966970893024,25.0,7.0,1,0
214,24,p7,20.8173,3.3689999999999998,21.799684034322823,17.67735667806238,1.354838857576797,1.372394367188277,25.0,7.0,1,0
215,24,p8,19.9752,17.3007,19.548318325514693,4.211657008591269,1.1272212427026027,1.1453571066554653,25.0,7.0,1,0
216,25,t1,32.6694,11.1433,16.454930177763707,10.422714705477386,1.8741,1.4573724097773604,29.0,7.0,2,1
217,25,p1,22.3468,16.8742,22.169237844948576,-2.0297794507350946,1.3119927476933706,1.3690018211820951,29.0,7.0,1,0
218,25,p2,18.1551,6.0746,16.607720933145092,24.591432684905143,1.0558577981906465,1.2360807638670157,29.0,7.0,1,0
219,25,p3,19.5983,18.8615,18.793663984211307,1.2060845034760437,1.1215441364476033,1.162093848909366,29.0,7.0,1,0
220,25,p4,20.9305,18.9334,21.165205526694162,0.4266020422453325,1.4454728811015445,1.2476935519716768,29.0,7.0,1,0
